key(String),amplitude(double),node(number),seconds(number)
"-M8wQrGjbvP9_aPnnEen","1598","0","959.581"
"-M8wQrGzZykuEDPC0KQR","672","1","959.556"
"-M8wQrMMaHF6O5XIrMci","1004","0","959.941"
"-M8wQrMaI6LI-LHj1vad","2852","1","959.916"
"-M8wQrQ4pgtKqYL51MS5","1416","4","960.311"
"-M8wQrRz0gRkWiJZdpm6","790","0","960.301"
"-M8wQrViVFqVaCud14i2","3705","4","960.673"
"-M8wQraHAULPne0TywcL","3423","4","961.028"
"-M8wQrwoOboN7gzaIVgE","2049","4","962.47"
"-M8wQryzbCdxEza0bFmK","3294","1","962.436"
"-M8wQs1U46CHSji56RHE","2868","4","962.833"
"-M8wQs74EiMMrHXkPzQE","2766","4","963.192"
"-M8wQsChL23_GY668znc","1853","4","963.551"
"-M8wQsIHNhXUlpz8gXMN","1824","4","963.908"
"-M8wQsNxswRL3FoDkT0V","1689","4","964.271"
"-M8wQsTaBACe48r1X63K","3942","4","964.632"
"-M8wQsZC1Z-qUF1spyat","4637","4","964.991"
"-M8wQsdGo5Ot5Z-FZVE1","1055","3","965.296"
"-M8wQsdqCLCMk1-UZD5T","3050","4","965.352"
"-M8wQsitNLzdEmYn2vag","1196","3","965.656"
"-M8wQsjR8x3reOTFDhzC","2141","4","965.71"
"-M8wQt-JnzVHmBdrRPxP","1587","4","966.79"
"-M8wQt4vmeNKZ0eBJ7BK","1502","4","967.15"
"-M8wQtAa6NCrCpwvfm89","1190","4","967.512"
"-M8wQtGEnXvtPpB5zwuT","1741","4","967.874"
"-M8wQtLoJcTQAgNDsvIO","2081","4","968.231"
"-M8wQtRRrwFm_nLD6FqW","2537","4","968.59"
"-M8wQtX4f3pvSTk8lPKb","2606","4","968.951"
"-M8wQthJe9_8KWJAOyuz","1347","4","969.67"
"-M8wQtn1p-xsTcYSXbby","1186","4","970.036"
"-M8wQtspoM7Yr_oXwJcd","1535","4","970.408"
"-M8wQtyVLNYT-ic7S15T","1353","4","970.77"
"-M8wQu38qcUGStc7E6y8","1492","4","971.132"
"-M8wQu8mF3W99KTqEYzt","1746","4","971.492"
"-M8wQuEPXXD52frzCnR_","1718","4","971.853"
"-M8wQuJyh7laej6zL8Jr","1039","4","972.208"
"-M8wQv089gq7ttPWLf_L","8561","3","975.016"
"-M8wQv5lNzCrNkephkpK","2767","3","975.376"
"-M8wQv8FOpO7GanqFZpe","470","0","975.421"
"-M8wQv8S-1FXsZLA81-W","2705","1","975.395"
"-M8wQvBO0na0hfzYkKvX","1465","3","975.736"
"-M8wQvH08JC2HZuzXFQ6","1723","3","976.096"
"-M8wQvMd5XoUNcTQRGPa","2472","3","976.456"
"-M8wQvP7At7F_Gb8D6BF","390","0","976.501"
"-M8wQvPL5jJ-zMv--bH3","2928","1","976.475"
"-M8wQvUkmJ5wRaFqoAGB","2097","0","976.861"
"-M8wQvUyErn0VJOdqxTn","1613","1","976.836"
"-M8wQv_N_MuQQV5dmeND","330","0","977.221"
"-M8wQv_bOXS-K3A6bvrZ","1830","1","977.196"
"-M8wQvfDIxb2e8cO2SH7","2193","1","977.556"
"-M8wQvkcTCdOYq5FDMtd","910","0","977.942"
"-M8wQvqF1XuePiSkCYe2","1782","0","978.301"
"-M8wQvvsCJ6Kjp8Mx6wW","398","0","978.661"
"-M8wQvzsMI63xNQESHim","3330","4","979.051"
"-M8wQw0VaY5BOQ_tpVRy","311","0","979.021"
"-M8wQw0jOzgOqwvaEqPT","3009","1","978.996"
"-M8wQw4W2ROkmNVdGEgY","3497","4","979.411"
"-M8wQw675a16yx6VNNQd","338","0","979.382"
"-M8wQwA8eFXBxYG-CEcn","1436","4","979.771"
"-M8wQwBkL7QpFfPmjWT-","481","0","979.741"
"-M8wQwFmADKzbArfvmfM","1154","4","980.132"
"-M8wQwHM8wGOZUCQibSX","498","0","980.101"
"-M8wQwLQMaKV9ej8PO5R","4113","4","980.492"
"-M8wQwMzTMKHCbLtg1hl","749","0","980.461"
"-M8wQwR09Sd4wVwkgL-D","2110","4","980.852"
"-M8wQwSbzq0DUO5dL6U8","916","0","980.821"
"-M8wQwWd_qD3oMre-zPQ","1927","4","981.212"
"-M8wQwYEr9RqDk9tkgf4","1852","0","981.181"
"-M8wQwbG0DHuHlO_tiSy","2133","4","981.572"
"-M8wQwcsdudmIKZAiVI_","470","0","981.541"
"-M8wQwgu7_gIW3H5eDoX","1948","4","981.932"
"-M8wQwiV-nOSEv0ydUqG","438","0","981.901"
"-M8wQwmWByGvt7m-w3B2","2160","4","982.291"
"-M8wQwo7BxaCVUBUS2CX","546","0","982.261"
"-M8wQws8a21Kg4ArXQls","2255","4","982.651"
"-M8wQwtkyAwN2_KRaqkP","431","0","982.621"
"-M8wQwzNt5vB0QBsBypO","302","0","982.981"
"-M8wQx2NVAgpQmJgobqE","2379","4","983.37"
"-M8wQx4-KPcaj_4DOKfM","1336","0","983.341"
"-M8wQx9cmZnnQniDQ6Lq","332","0","983.701"
"-M8wQxDcZNWTrGZVxo00","2614","4","984.091"
"-M8wQxJH6e2Qx32pWY8B","1837","4","984.452"
"-M8wQxKsBmPyHRcqdBTw","325","0","984.421"
"-M8wQxOu3VgHj6RsCnim","3779","4","984.812"
"-M8wQxQVILV7tsnfVQbk","513","0","984.781"
"-M8wQxUVtucqkLfUOMPQ","2653","4","985.17"
"-M8wQxW79NeA96HHkvjj","286","0","985.141"
"-M8wQxakPrHCaSlHRlGX","343","0","985.501"
"-M8wQxgMv03CFkX_qGC0","420","0","985.861"
"-M8wQxlzf0FBykDLv2j4","310","0","986.221"
"-M8wQxmDSsfkDdSdl1qU","1942","1","986.196"
"-M8wQxrcc4ujcu4GkQCV","339","0","986.581"
"-M8wQxxFiXT0iM4ToQvx","306","0","986.941"
"-M8wQy1rVeKZ1JTs2P4l","316","0","987.301"
"-M8wQy25fJKK3UW8inMu","2800","1","987.276"
"-M8wQy7VdILrtiM4R0fy","328","0","987.661"
"-M8wQyD7FCmpOcga8Zyn","352","0","988.021"
"-M8wQyIjPBm_FxqWUSpR","375","0","988.381"
"-M8wQyMm7nhGF3xY89Sk","1129","4","988.772"
"-M8wQyONfUS6UIZJ6zh5","308","0","988.741"
"-M8wQySOltOwSMQpMevj","1577","4","989.131"
"-M8wQyTz5b5rrzZebqld","614","0","989.101"
"-M8wQyY0G-avleicScpK","1963","4","989.491"
"-M8wQyZc00JwmGoC_GW8","473","0","989.461"
"-M8wQyceVeWPBPUrmI0C","2263","4","989.853"
"-M8wQyiGBDsKskgRzk41","2028","4","990.211"
"-M8wQyjsBr_9OxyLw7C1","279","0","990.181"
"-M8wQynuzAbL1KVS3gFT","3103","4","990.572"
"-M8wQyv70HZxj5hnKoSP","314","0","990.901"
"-M8wQz5N106ckJzMRufF","524","0","991.622"
"-M8wQz5aEOSaDYJ5trsS","3177","1","991.595"
"-M8wQzB-kLmYz_1otlxE","1010","0","991.981"
"-M8wQzBDJaulGspTb5WY","1646","1","991.955"
"-M8wQzGcv768KQy0HCXA","692","0","992.341"
"-M8wQzS5_DbG4Vpzwp_D","2273","1","993.035"
"-M8wQzhkDC5ewnfokV_a","380","0","994.142"
"-M8wQzhyhfOd0Zt9E2iV","1895","1","994.115"
"-M8wQznMYBez98Hf0aEt","692","0","994.501"
"-M8wQzt-sHIKe8IwL5AJ","324","0","994.861"
"-M8wQztD6eWljXSw7SJv","1862","1","994.836"
"-M8wQzvX5Np0YvZgJ7bW","712","2","995.232"
"-M8wQzyqWrX5XCoiC6Fh","397","1","995.195"
"-M8wR-3TH52jFoy64N4s","936","1","995.556"
"-M8wR-95a1HB0TaMp37K","2062","1","995.916"
"-M8wR-C1iHlUi8X1PVZO","1650","3","996.256"
"-M8wR-H1vQqbseb9H5O3","1442","2","996.671"
"-M8wR-K6z0NW9qTshrU6","524","0","996.661"
"-M8wR-KMnZz7aKtThy2K","554","1","996.637"
"-M8wR-MeM-T8azMGrV3w","1148","2","997.031"
"-M8wR-TniGGzUARooAl4","1606","4","997.413"
"-M8wR-VNvjcZ6nGa5aLx","288","0","997.381"
"-M8wR-ZMpZRsLzewXe_3","1904","4","997.769"
"-M8wR-a-LJthyBtcHMZr","292","0","997.741"
"-M8wR-e1NlG-FXGC5ClN","1159","4","998.132"
"-M8wR-jfHsDXaRnkEcpY","1682","4","998.493"
"-M8wR-lFZqhwLLHxc36A","255","0","998.461"
"-M8wR-pGtiAX-rkjKk-z","1411","4","998.852"
"-M8wR-qsHxqxa63ROMhk","536","0","998.821"
"-M8wR-usqTDzpip7JZNn","2181","4","999.211"
"-M8wR018jUbxIlfghqLk","328","0","999.543"
"-M8wR0CMO6H4PDJD5ZQ6","292","0","1000.261"
"-M8wR0GNPMGzs8fBn6nc","2149","4","1000.651"
"-M8wR0I-ly-2z6KKBqem","264","0","1000.621"
"-M8wR0IDtPL2NPk3Qdah","1145","1","1000.596"
"-M8wR0L9G19VB4XkW_Wg","1042","3","1000.936"
"-M8wR0M1DjFFyFE8k_vg","2253","4","1001.012"
"-M8wR0NqQlzYQToooYCj","1129","1","1000.956"
"-M8wR0Rcfb-8hwF6cWv8","2472","4","1001.371"
"-M8wR0XIaxCIg3iNVVgV","2379","4","1001.733"
"-M8wR0btR6pz4GAq6_5f","1769","4","1002.091"
"-M8wR0dVZARFIvv8jZ-3","291","0","1002.061"
"-M8wR0hW1HhSLpuII2eD","1494","4","1002.451"
"-M8wR0j7VVJZS4uWZxas","301","0","1002.421"
"-M8wR0sl-Vibe1Bdo25M","2141","4","1003.171"
"-M8wR0yPzaFIrb41uwB2","2190","4","1003.532"
"-M8wR1--Zu_p-VWDc44B","382","0","1003.502"
"-M8wR131l4vxkVpFXYSQ","2338","4","1003.892"
"-M8wR14cbYKg8uGv20_j","344","0","1003.861"
"-M8wR18d7F_y2JKuqDkM","1249","4","1004.251"
"-M8wR1LV7Q2IVXPnKF1U","406","0","1004.941"
"-M8wR1R6ueC_qFeBHSis","354","0","1005.301"
"-M8wR1V7Vkemsz6t-FUt","1592","4","1005.691"
"-M8wR1Wk-Gs6mRPXbyCD","348","0","1005.661"
"-M8wR1WyRUHrIlHyoOVL","1818","1","1005.635"
"-M8wR1bbDwXG13z9nwWv","2770","1","1005.996"
"-M8wR1fOB-CJZKYhqiAu","1849","4","1006.411"
"-M8wR1l2mRiyDJ1bHXF4","2167","4","1006.773"
"-M8wR1mc9ZBkidWv0eMF","348","0","1006.741"
"-M8wR1qgLY5urSQntiwY","1424","4","1007.134"
"-M8wR1sFt1naD5gg6iTm","313","0","1007.101"
"-M8wR1wH8oUqLBZjJqjZ","1247","4","1007.493"
"-M8wR20r9rwxzmeXtAap","2305","4","1007.85"
"-M8wR22VJcMQiIr6jqmx","278","0","1007.821"
"-M8wR26WEcN5IpPW2EJU","1697","4","1008.211"
"-M8wR2Dk7dw8XDei6kgY","712","0","1008.542"
"-M8wR2JMXMGP6M-dJf9E","1344","0","1008.901"
"-M8wR2MWPesyAPSEf23g","2105","3","1009.216"
"-M8wR2NNMS8LNRoeK8DW","2077","4","1009.29"
"-M8wR2P-SPVrH12LiJ4R","296","0","1009.262"
"-M8wR2T--J8FYqJURnkP","1252","4","1009.65"
"-M8wR2UcxFqwVkKCXzQy","260","0","1009.621"
"-M8wR2XlZDkBvM9mQoDd","7916","3","1009.936"
"-M8wR2YbCJfLjUzLwAej","2758","4","1010.01"
"-M8wR2cOgSd-rvV1fTMj","5969","3","1010.296"
"-M8wR2dHAwcVRUCoVi5L","2570","4","1010.372"
"-M8wR2i0XaRgulS2094M","4962","3","1010.656"
"-M8wR2ivW415w8TLaYPW","1844","4","1010.734"
"-M8wR2ncidrvbKIurM6P","1529","3","1011.015"
"-M8wR2oW29l5vsGa9UVQ","2085","4","1011.091"
"-M8wR2tG99T-hIA5AYft","1717","3","1011.376"
"-M8wR2uBW9C_d9B_ohCm","2695","4","1011.454"
"-M8wR2vk5GW-3_dOinDv","410","0","1011.421"
"-M8wR2ytIL1aPak-zb8O","4740","3","1011.736"
"-M8wR2zlKaCrS0tV1Y2T","2574","4","1011.812"
"-M8wR30NwcKzVjtfph5j","560","0","1011.782"
"-M8wR33WfLezvqYbd1nF","1132","3","1012.095"
"-M8wR34Pp4x_3jbUOi1-","1706","4","1012.172"
"-M8wR36-ehBVw8HRohTS","358","0","1012.141"
"-M8wR3A36JCdNdvCaFUz","2344","4","1012.534"
"-M8wR3ElxP1cz878Jt_I","1268","3","1012.815"
"-M8wR3Fd9sM4LHOBJUCf","2525","4","1012.891"
"-M8wR3KOM8k_6x12CgDF","1821","3","1013.176"
"-M8wR3LHeK8iBJQd_G8P","2284","4","1013.252"
"-M8wR3Qt6RqJVNI30eOW","1574","4","1013.612"
"-M8wR3VdwoNfuG4oSyMn","3824","3","1013.896"
"-M8wR3Y78O2_6qeUoL9f","339","0","1013.941"
"-M8wR3bBkytGxI3CnrIG","1189","4","1014.335"
"-M8wR3cy2-Vxh2sRrI_k","375","1","1014.276"
"-M8wR3iNFyaWl03eJH6p","730","0","1014.661"
"-M8wR3ia1KtX6vewR4C8","913","1","1014.635"
"-M8wR3mNwTWcSWDsLlHJ","2779","4","1015.051"
"-M8wR3oDPfJSqB_N4nJ8","486","1","1014.995"
"-M8wR3s1O4SPFomUQMjB","2195","4","1015.412"
"-M8wR3tqenMbgP5cUm6z","383","1","1015.355"
"-M8wR3xfXgd5FBMv9wAf","1119","4","1015.774"
"-M8wR3zTGiUhey6lk44J","536","1","1015.715"
"-M8wR41OrPlj1nVYN0GZ","2431","3","1016.055"
"-M8wR42Fayy4HfHf7iUV","1672","4","1016.131"
"-M8wR4F7xho18-IjP7Ux","468","0","1016.822"
"-M8wR4TWLDfiH8_6K-FO","1145","3","1017.855"
"-M8wR4aqk0E9p_gGt8Zr","1169","1","1018.235"
"-M8wR4gT-PiMDvByJsEd","2131","1","1018.595"
"-M8wR4x7iFhtoOVa06D1","320","0","1019.701"
"-M8wR4xLYPMaTzYA-XU3","3325","1","1019.676"
"-M8wR51yFCvXj_KAxMEJ","1293","1","1020.036"
"-M8wR57anhZimLDbVVq1","1311","1","1020.395"
"-M8wR5AX0hSYrl_KbDPa","976","3","1020.736"
"-M8wR5OTJQorT1xOj0OM","2666","1","1021.476"
"-M8wR5RPHIwwn6k2DRTo","1207","3","1021.816"
"-M8wR5U5iii9B8ycPslD","2691","1","1021.835"
"-M8wR5ZVAbEqnERRfiJK","684","0","1022.221"
"-M8wR5e7-leG2wmf1ccz","385","0","1022.581"
"-M8wR5jyvGNJXpZIZDmQ","1783","1","1022.915"
"-M8wR5vD93eHJN1XmsxY","2938","1","1023.635"
"-M8wR6-qF2TtOl_oXkMj","2609","1","1023.996"
"-M8wR6AsIGB8LjFF8xvJ","832","0","1024.742"
"-M8wR6GV5tciI_Hxcqpm","406","0","1025.101"
"-M8wR6GicolsX1zr1q3m","1759","1","1025.076"
"-M8wR6MLptf7N1UnjKOt","1444","1","1025.436"
"-M8wR6Ry4KjzCkgu7JTE","1666","1","1025.796"
"-M8wR6hcyBH7f5q_VOne","588","0","1026.902"
"-M8wR6hqvRLxcAFMktW6","1767","1","1026.875"
"-M8wR6nFxPN33haBptu7","1068","0","1027.261"
"-M8wR6nTp_W2X5Snl80Y","612","1","1027.235"
"-M8wR6t58II9k_pASgsz","1971","1","1027.596"
"-M8wR6yipcO7oeWT_Hlz","1968","1","1027.955"
"-M8wR73LcwhOrpw5KjAZ","1410","1","1028.315"
"-M8wR7KDaWgRZX3bFKKP","3146","1","1029.395"
"-M8wR7N9nTuTxi0BUniT","4061","3","1029.736"
"-M8wR7O09RJh7cDEgMjc","2280","4","1029.812"
"-M8wR7Ps8px0aAgG44en","2306","1","1029.758"
"-M8wR7Sl6JzheCmDm0ho","8989","3","1030.096"
"-M8wR7VFkOBWHTngKpFR","910","0","1030.142"
"-M8wR7ZGhFQhbyQKO6Lg","1048","4","1030.531"
"-M8wR7dtsrzLKxQRif2R","1149","4","1030.892"
"-M8wR7p7F8rs9B7QYBLv","1979","4","1031.61"
"-M8wR7uk0Xiyf0uc_YpD","2542","4","1031.97"
"-M8wR7yuGiZQl5c1Z_Do","1508","2","1032.311"
"-M8wR8-OuRyAQVfeoNwL","1795","4","1032.331"
"-M8wR83X9O_xS8nIOxK3","1316","2","1032.672"
"-M8wR85-Ezp407I00AK7","2850","4","1032.691"
"-M8wR8A_1fyKcaARjHYr","2887","4","1033.048"
"-M8wR8GDW963EDB5yT5u","1810","4","1033.408"
"-M8wR8Lsr0V6sf_U05sz","1792","4","1033.771"
"-M8wR8RSE1eCh4rtPlLs","3072","4","1034.127"
"-M8wR8X41U-YQCRLZK_I","1690","4","1034.487"
"-M8wR8Yy8NgqOWayf5Dy","388","1","1034.436"
"-M8wR8hOfL6Hkl9RCw1V","1192","4","1035.211"
"-M8wR8n-xgFJcrYGSvXk","1697","4","1035.571"
"-M8wR8sdqlCW-mAW9H8O","1777","4","1035.931"
"-M8wR8yHLmyBUdh0LbYi","2626","4","1036.292"
"-M8wR92slvDltD_JjvMN","3182","4","1036.651"
"-M8wR98Wdo5L0zddlQIt","1484","4","1037.011"
"-M8wR9A7NM4mtLqZNhU8","348","0","1036.982"
"-M8wR9E9EOlDJFmT8uqD","2067","4","1037.372"
"-M8wR9FkWQp_wYZ-1yUx","929","0","1037.341"
"-M8wR9JmDeJ8u1n7HEjE","2476","4","1037.732"
"-M8wR9OXejROdFrJdpGy","1057","3","1038.016"
"-M8wR9PNt8U2WRQ2jIke","1822","4","1038.091"
"-M8wR9UwjTLfNlVl1jY_","1849","4","1038.447"
"-M8wR9_aWVk59U6ijpg7","1672","4","1038.808"
"-M8wR9fGljA7mapALGyE","1867","4","1039.171"
"-M8wR9gsMGV_HWAZkMIh","926","0","1039.141"
"-M8wR9ktctuHiOBNuKny","1644","4","1039.532"
"-M8wR9mVEpWFpFu8lJf8","1033","0","1039.501"
"-M8wRA0lnAx61dR5Hg_v","2627","4","1040.611"
"-M8wRA2aGaVZpxW9_Wmt","372","1","1040.555"
"-M8wRA6P2Tmb7hIlriSr","2022","4","1040.972"
"-M8wRA8EiVqlXCtFOtif","479","1","1040.916"
"-M8wRAC0TF1sYn1U3Ci0","1702","4","1041.331"
"-M8wRAHcFMEPov5RozPE","2089","4","1041.69"
"-M8wRAJF9FA6-8gBpPlL","450","0","1041.661"
"-M8wRANFEvAXg2lv5PkE","2184","4","1042.051"
"-M8wRAOst7ahMfyj_HOP","954","0","1042.021"
"-M8wRAStnMhN-4SaBfvn","1526","4","1042.411"
"-M8wRAd8KqLoladloTQE","2426","4","1043.131"
"-M8wRAimIgB9lLLijO5x","3742","4","1043.492"
"-M8wRAoOx1_PZHoy_RRq","2416","4","1043.851"
"-M8wRApzBCavWY_QAdQ3","252","0","1043.821"
"-M8wRAu03s9AXY_zrhi8","2403","4","1044.211"
"-M8wRAvcra_A7ZQYO2sV","495","0","1044.181"
"-M8wRAzgcGc5jNtkN2c0","2025","4","1044.574"
"-M8wRB0FTU5K6I059ll6","772","0","1044.541"
"-M8wRB5sNiexkm1N95WD","444","0","1044.901"
"-M8wRBH7SA4MRrZI87XQ","310","0","1045.621"
"-M8wRBSaeoFBbFcL-w0Y","894","1","1046.315"
"-M8wRBY-dWNGUDVYVkbu","268","0","1046.702"
"-M8wRBYDAJxaAkDVCinK","1424","1","1046.675"
"-M8wRBcbO2ASPBtkOL4h","554","0","1047.061"
"-M8wRBgcV0YgdrieWhnp","1358","4","1047.45"
"-M8wRBiFqebD4PCBCV35","735","0","1047.422"
"-M8wRBmIsmyxB3vuLdDB","1053","4","1047.813"
"-M8wRBnsU-fI-y3iu1vE","252","0","1047.782"
"-M8wRBtVFJZIz5B39vAX","280","0","1048.141"
"-M8wRBz7iLSbGycaV8vN","274","0","1048.501"
"-M8wRC28BxhwzroPFUHN","2162","4","1048.891"
"-M8wRC3jSdMAiGJoGOf2","310","0","1048.861"
"-M8wRC7miQHt6jDg8qgC","2697","4","1049.253"
"-M8wRC9MDJIQq-NY8nOG","534","0","1049.221"
"-M8wRC9awlVGxCfe3hxs","893","1","1049.196"
"-M8wRCDOgtR-J8gH3DAj","3197","4","1049.611"
"-M8wRCF-t7REitw-GkuR","554","0","1049.581"
"-M8wRCFDkqsul82sv7Yr","1415","1","1049.556"
"-M8wRCJLZvdtogQQzGfy","1638","4","1049.992"
"-M8wRCKc0tTYFnFPq02s","316","0","1049.941"
"-M8wRCOwQK_iJU4Gh2Fd","1953","4","1050.351"
"-M8wRCQFN3WwCTLxcBdh","426","0","1050.302"
"-M8wRCQTySEL9aBVp0uv","3328","1","1050.275"
"-M8wRCUW6i5vR29f48Dz","1946","4","1050.708"
"-M8wRCVsvgjj57yeT07G","290","0","1050.661"
"-M8wRCW5exseELKMQ6d9","2669","1","1050.636"
"-M8wRC_7m5lgbQUzfgPP","2237","4","1051.067"
"-M8wRCaVGsFIZINTfiOf","298","0","1051.021"
"-M8wRCaiAYeWvXTf2u8C","571","1","1050.996"
"-M8wRCelVZ2x5McNTEeV","2212","4","1051.427"
"-M8wRCg7SjHbO8thaGM2","376","0","1051.382"
"-M8wRCkTrd_jZklg6mEu","1954","4","1051.792"
"-M8wRClk3kxQwHS1zjMS","1294","0","1051.742"
"-M8wRCq3obBbTcQRMRkq","1437","4","1052.15"
"-M8wRCx-oZtXg8uBLtPy","802","0","1052.461"
"-M8wRD0KABtfN8sAv0FO","2294","4","1052.871"
"-M8wRD1czd-yy9VhAhCj","591","0","1052.821"
"-M8wRD5yDufo3urGEKng","2770","4","1053.232"
"-M8wRD7FpvAqyiJLeYSN","457","0","1053.181"
"-M8wRDAOEuhx9JAOLhkI","1837","3","1053.496"
"-M8wRDCsJpuI9McVc9ID","430","0","1053.541"
"-M8wRDG0-BFjS2J6yjTV","1191","3","1053.856"
"-M8wRDIUSFUgS0GzH1vz","357","0","1053.901"
"-M8wRDO6C1uDHVFVFlFJ","429","0","1054.261"
"-M8wRDTkF7LE9I8NsqL-","622","0","1054.621"
"-M8wRDY3DJhQ2JIwzfj6","2261","4","1055.03"
"-M8wRDZNBBdN0V1LT4Wg","462","0","1054.981"
"-M8wRDZa95DYjXiboW3_","491","1","1054.955"
"-M8wRDbXcGciX-vMvlmT","2238","3","1055.296"
"-M8wRDe-mFF0RQ7t45wi","990","0","1055.341"
"-M8wRDh8oTLMOzXfyyiK","2477","3","1055.656"
"-M8wRDjcGCxfIl5j0k1H","464","0","1055.702"
"-M8wRDpF9xUD32NURMDi","756","0","1056.061"
"-M8wRDpTEZ6JhDClr0ac","2432","1","1056.036"
"-M8wRDusHzc8PyeuHPR8","777","0","1056.421"
"-M8wRDv5ZeyAib0DmiUb","2912","1","1056.396"
"-M8wRE-VWp6K8Q5BZRJJ","722","0","1056.781"
"-M8wRE57L1JlDFvLXXUL","474","0","1057.141"
"-M8wREAkOnGC6_Mw6Tsv","1389","0","1057.501"
"-M8wREGNEGaS9C57d_CX","974","0","1057.861"
"-M8wREM-vL3StNB1s0zP","324","0","1058.221"
"-M8wREP8bxpwgMW6pzxI","1246","3","1058.536"
"-M8wRERcfeSrIocseTFi","384","0","1058.581"
"-M8wREUloEweroelzDO_","1572","3","1058.896"
"-M8wREXFq3xOxh0bS8GV","404","0","1058.941"
"-M8wREaZsdpdRtRaIOvg","1443","4","1059.35"
"-M8wREbrIM8hTOFrZ6-1","354","0","1059.301"
"-M8wREgD8OYjCuhqHpZ0","2355","4","1059.713"
"-M8wREhVGkSWFBl4Qyl9","557","0","1059.661"
"-M8wREn7xDSlgVwY3LGn","438","0","1060.021"
"-M8wREnL8TiiPRuYhQNQ","1833","1","1059.995"
"-M8wREsjrHoP5QQbJULz","642","0","1060.381"
"-M8wREsyELTlhrBbgq3l","1201","1","1060.356"
"-M8wREyNQwfww6elxhBT","342","0","1060.741"
"-M8wRF3-dY48QcfL-iVf","437","0","1061.101"
"-M8wRF3D5hVMQP49fB4z","2643","1","1061.076"
"-M8wRF8c_c_VQ7aFt-Ni","572","0","1061.461"
"-M8wRF8qWdejbJIeae7T","2979","1","1061.436"
"-M8wRFEFBFpT0jmc35xq","428","0","1061.822"
"-M8wRFETSO6jmBpwipBj","2830","1","1061.796"
"-M8wRFJs4bivP6T19K3S","536","0","1062.181"
"-M8wRFPUlpCFhZu1deg0","524","0","1062.541"
"-M8wRFV74i70L_qyKH6F","290","0","1062.901"
"-M8wRFVLpu2SpmbdrAWI","2590","1","1062.876"
"-M8wRF_kNV50dYIuVoeM","378","0","1063.261"
"-M8wRF_yHxxql3ncGQ77","2158","1","1063.235"
"-M8wRFfNqh2tQ3FoGwdn","380","0","1063.622"
"-M8wRFfanSWOcOMG0mES","2161","1","1063.595"
"-M8wRFkz2JTtv3Y1ORGK","362","0","1063.981"
"-M8wRFlDpuGHUmBmEufe","465","1","1063.956"
"-M8wRFqb27ZFbyfiC7yM","358","0","1064.341"
"-M8wRFqq3mL7V_cPCUBy","3203","1","1064.316"
"-M8wRFwFnRs56NoZUcea","920","0","1064.701"
"-M8wRFwTTVaMypK_1PgW","2553","1","1064.676"
"-M8wRG0sXPA_JeRI8xfq","816","0","1065.061"
"-M8wRG15jzGd43KtCbC5","1777","1","1065.036"
"-M8wRG6VyXL38pKAjjFf","516","0","1065.421"
"-M8wRGC77bka14ap8mmY","498","0","1065.781"
"-M8wRGHko7y-WlsYR3AO","600","0","1066.141"
"-M8wRGNNGTxorJpe8Stb","488","0","1066.501"
"-M8wRGT-ZUMVtNjXgxJl","1471","0","1066.862"
"-M8wRGTEQW7ha0Hq31Tr","1743","1","1066.836"
"-M8wRGYcviFwLde6xeta","547","0","1067.222"
"-M8wRGYqaFR3cS-KGsbL","881","1","1067.196"
"-M8wRGdFbYGk0onfWF0c","392","0","1067.582"
"-M8wRGhX60o2mDVeuyoC","1599","4","1067.988"
"-M8wRGistG_iGiTNzcFu","583","0","1067.941"
"-M8wRGnDoFPYC4spAu1l","1467","4","1068.352"
"-M8wRGoVgUcz5v0EgzWa","622","0","1068.301"
"-M8wRGoiP_DGr5qTKohL","3089","1","1068.276"
"-M8wRGu78A4f6SzVQFZP","375","0","1068.661"
"-M8wRGzkjgEd7vsE0T8f","332","0","1069.021"
"-M8wRGzyamiaud6n_zl6","445","1","1068.996"
"-M8wRH4NUh7IodxZNNPv","368","0","1069.381"
"-M8wRH4ahKeHPaeWfnwR","2880","1","1069.356"
"-M8wRH9zD10WC4bjfLkd","464","0","1069.741"
"-M8wRHADJHGvS07kNDma","2911","1","1069.716"
"-M8wRHFc3DyIyMHvUsXG","462","0","1070.101"
"-M8wRHFqIg2kP3p_eiUK","2217","1","1070.076"
"-M8wRHLFd0yjfvhKP-O9","463","0","1070.461"
"-M8wRHQr4ULyLqvPHe2q","583","0","1070.821"
"-M8wRHU1ZI6Y9fCgUJvQ","4715","3","1071.136"
"-M8wRHWVHrLUHP-P44gI","606","0","1071.182"
"-M8wRHZdLTwjdmoMfmnQ","2275","3","1071.496"
"-M8wRHb78fKfVbkd_ZbG","694","0","1071.541"
"-M8wRHgyTUkdvbm_badQ","2946","1","1071.875"
"-M8wRHmNJs1FEsNulGvb","998","0","1072.261"
"-M8wRHrzZ_VJp3F-u2YU","688","0","1072.621"
"-M8wRHsDGCAHQMhCIDpr","715","1","1072.595"
"-M8wRHxcTV9h2qtwjKET","394","0","1072.981"
"-M8wRI2FZpYlZ3XEeB0B","378","0","1073.341"
"-M8wRI2TMyqW2jsaSkJo","1747","1","1073.316"
"-M8wRI7s4F67Jav2q0m4","578","0","1073.701"
"-M8wRI85pt55n7yzdda4","2640","1","1073.676"
"-M8wRIDVgtK50OIjpxB5","478","0","1074.061"
"-M8wRIJ7L63u1NGqiPp_","776","0","1074.421"
"-M8wRIOku4xwGEm34Vdu","718","0","1074.781"
