key(String),amplitude(double),node(number),seconds(number)
"-M8wOcS6XmA5jhVfbwA0","872","0","374.581"
"-M8wOcXjDZC3MPlNWJWY","399","0","374.941"
"-M8wOc_HUEhHFTvPUVoV","1259","2","375.311"
"-M8wOccapDpOIVGZqq-h","602","1","375.276"
"-M8wOceuGt-d25lcR9D8","2070","2","375.672"
"-M8wOchz_udrUkP9qZG9","1668","0","375.661"
"-M8wOciHE1MJOy-teT4m","792","1","375.639"
"-M8wOckWepaKkdjEZWSp","1825","2","376.031"
"-M8wOcl9Drj9ArBG42Uz","1975","3","375.977"
"-M8wOcnbKW2bc8-un6PG","2205","0","376.021"
"-M8wOcnryfuuX8lGB6Mg","415","1","375.996"
"-M8wOcq8D0KANfhNdIBt","1173","2","376.391"
"-M8wOcqlFTIKlMj4TgvP","2033","3","376.336"
"-M8wOctENf_eruRSRCXK","464","0","376.381"
"-M8wOcwO-u-HxNlmoeMa","1505","3","376.696"
"-M8wOcyrBHjpAJehZymz","674","0","376.74"
"-M8wOd3UFyuuStjhG6la","301","0","377.101"
"-M8wOd96iNQyeVXtRtux","300","0","377.461"
"-M8wOdBeIHOh_Ss44JZm","1464","2","377.831"
"-M8wOdHHgwTtWgdCkPMJ","1521","2","378.192"
"-M8wOdMuGRbRNVswSNoY","1796","2","378.552"
"-M8wOdQ-u3TFzCKHphmy","518","0","378.541"
"-M8wOdVbtGjMjDiLak2c","799","0","378.901"
"-M8wOdaFKDKDTqzOPHde","392","0","379.261"
"-M8wOdcm3R7aAdxLF9zM","793","2","379.631"
"-M8wOdfrxD1JfyTWZX3W","407","0","379.621"
"-M8wOdj1fsgh_BoDktm8","1010","3","379.936"
"-M8wOdlUryWoGGOsVVx_","427","0","379.98"
"-M8wOdr6m91_HvLRJ8S3","340","0","380.341"
"-M8wOdwj-q-nGrK2MXx3","275","0","380.701"
"-M8wOdzu_v_DVqRhZMyV","1214","3","381.016"
"-M8wOe4Wh8nBOrkioo5n","2154","3","381.376"
"-M8wOe6zhDhFs_8OajOC","915","0","381.421"
"-M8wOeCbQ4NV1psJ3VVh","1072","0","381.781"
"-M8wOeCq_7pvyFC94J4A","2536","1","381.755"
"-M8wOeIEBtVYkr5Q-iNe","487","0","382.141"
"-M8wOeITdYltPynazuen","1842","1","382.116"
"-M8wOeLPeBPwxUhD1jRE","1111","3","382.456"
"-M8wOeNrxmPVDVn7vVM_","952","0","382.501"
"-M8wOeR0I1r7B_yj6WxI","1504","3","382.816"
"-M8wOeTU9jHkusKc0KGE","781","0","382.861"
"-M8wOeZ6vKdX1TWS65sb","782","0","383.221"
"-M8wOedjXjm9kaw7ix7z","411","0","383.581"
"-M8wOejMN2-eYH2bN6a4","274","0","383.941"
"-M8wOej_IL48QoXG25Tm","357","1","383.915"
"-M8wOepDqnVxRY0JeBNd","2246","1","384.275"
"-M8wOeucAXbR9IvVKNk0","268","0","384.661"
"-M8wOeurUipPQR-PkWQw","485","1","384.636"
"-M8wOf-EPHb3xbevvXGt","310","0","385.021"
"-M8wOf4rLd1vvmsfl81p","764","0","385.38"
"-M8wOf55OmU54BskOjTu","1921","1","385.355"
"-M8wOf7Px_uOtl7Kl-tV","4260","2","385.752"
"-M8wOfAVrdMWum_ABOdk","926","0","385.741"
"-M8wOfAi59l0BbHt_OH3","1676","1","385.715"
"-M8wOfG6YU86OCz5wFfV","1750","0","386.101"
"-M8wOfIeKXD04Qvbb9fu","2282","2","386.471"
"-M8wOfLjEZDBcTd5uCcZ","377","0","386.461"
"-M8wOfOHwMYBrEtyyKma","1716","2","386.832"
"-M8wOfRMOAssZxfyAlOU","900","0","386.821"
"-M8wOfTuxb2SwlEZcJBr","2070","2","387.192"
"-M8wOfWzoHIUtxQcZn1K","879","0","387.181"
"-M8wOfZXbwEKxFugL9Lr","2412","2","387.552"
"-M8wOfbbGV0cp_RcQgV5","1004","0","387.541"
"-M8wOfe9UjmXVnZbRym4","1729","2","387.912"
"-M8wOfhE3wN6wHRz4wNp","384","0","387.901"
"-M8wOfjmt-hrotaAIkOv","1927","2","388.271"
"-M8wOfkPGQcPDEIpCWOh","1792","3","388.216"
"-M8wOfmrbUnZT2_iFfvZ","334","0","388.261"
"-M8wOfpPqdzCAxwBCjMH","3031","2","388.632"
"-M8wOfsUNOQmW53aIwlL","367","0","388.621"
"-M8wOfv1iw-Dkv434M3m","1074","2","388.992"
"-M8wOfy6EmQcenZZ1Qfy","388","0","388.981"
"-M8wOg-eQ4m3cogKDyCt","1208","2","389.352"
"-M8wOg2jpUt98rS9rBJX","323","0","389.341"
"-M8wOg5GM8WTTFO2sKIq","1570","2","389.711"
"-M8wOg8Ng3TwaGYzVcZT","1506","0","389.701"
"-M8wOgAuHnMWeo8UVvZ8","1402","2","390.072"
"-M8wOgDzCFBUph2TavJK","1708","0","390.061"
"-M8wOgJbh0KRy1-pyAZf","1228","0","390.421"
"-M8wOgM8JY0ljnFTzE3S","1728","2","390.791"
"-M8wOgPFb2BrNYOx7ccG","416","0","390.781"
"-M8wOgRmWz9KAHl9FlFP","1882","2","391.152"
"-M8wOgXPUPQGXiohb70X","1300","2","391.512"
"-M8wOg_UgNpfzzgobBrU","619","0","391.501"
"-M8wOgc1V_mJvkBUOdtd","1090","2","391.871"
"-M8wOgf6VWDK5SoNeizu","494","0","391.86"
"-M8wOghe7Ts0lAooDHkf","2161","2","392.232"
"-M8wOgkjiv7DC01_7vFG","1188","0","392.221"
"-M8wOgnGIpNKHAaDFYnU","2747","2","392.591"
"-M8wOgqMU2wXO37n_Y4Q","698","0","392.581"
"-M8wOgyW-i1UDRegow-L","924","2","393.311"
"-M8wOgz9k7Ut4YQly51l","2050","3","393.256"
"-M8wOh0bvbuszRsf3-Gn","284","0","393.301"
"-M8wOh39t5ju2e8U9xXj","1911","2","393.671"
"-M8wOh3mLv_jhnwxlsEh","3399","3","393.616"
"-M8wOh6ExBU0BfKd7MeO","328","0","393.661"
"-M8wOh8mwYVGh7Qyx6u7","2293","2","394.032"
"-M8wOh9Om7es4CU6ca6W","1249","3","393.976"
"-M8wOhBr23mQoQEMDphQ","712","0","394.021"
"-M8wOhEPDD9oncTImmBY","2840","2","394.392"
"-M8wOhHUj2F9tfDAG1fj","606","0","394.38"
"-M8wOhK1X5nCDIk5-VR0","1908","2","394.752"
"-M8wOhN7txkafprOgw6C","488","0","394.741"
"-M8wOhPeMRPdh64oho3O","2205","2","395.112"
"-M8wOhSjvmtEAIryvnPW","1020","0","395.101"
"-M8wOhVHrOHOmMmfyeHb","2118","2","395.472"
"-M8wOhYMRFMsd2woSFzS","331","0","395.46"
"-M8wOhcz5-k1umdeNoR7","506","0","395.821"
"-M8wOhdDicREVc1fv9Md","903","1","395.796"
"-M8wOhib9EsP3j91EhxJ","511","0","396.18"
"-M8wOhiqPPscd2OI8bFm","1368","1","396.155"
"-M8wOhl91ACNtsCyJJ5J","2285","2","396.552"
"-M8wOhoEhT1ED8pKrhl9","950","0","396.541"
"-M8wOhqm_F6suzCLLSKz","1542","2","396.912"
"-M8wOhtrLg33INwvLfqv","950","0","396.901"
"-M8wOhwPkF0F4Mgk8SMO","2087","2","397.271"
"-M8wOhzUnn149wZBRM5s","312","0","397.261"
"-M8wOi116jKbmL4btLRY","1387","2","397.631"
"-M8wOi46T71vbzYwkljC","788","0","397.621"
"-M8wOi6ezaJdMN6dDyt6","1477","2","397.992"
"-M8wOi9jbGDUPiZE8_ZH","1422","0","397.981"
"-M8wOiCH2TC11YOlMyiP","1003","2","398.352"
"-M8wOiHu_SJxHKVAZOf2","1378","2","398.711"
"-M8wOiL-IaMfZNNlsNWF","1818","0","398.701"
"-M8wOiNWfOtmoc3DwGZd","1776","2","399.071"
"-M8wOiQbdeCTInNCPUvS","2063","0","399.061"
"-M8wOiT818kaZPrO2Y-D","2385","2","399.431"
"-M8wOiWEGgRAtnBcKmp6","618","0","399.421"
"-M8wOiYmas99fwEfLQ_R","2660","2","399.792"
"-M8wOiaseZBavNY3gzUU","888","0","399.781"
"-M8wOidOXo5vRSsDkTQ2","2310","2","400.151"
"-M8wOigVZDW6LixCnWep","896","0","400.141"
"-M8wOij1yq3wHbmfQy_F","1741","2","400.511"
"-M8wOim6QUKrdOS_TceR","1028","0","400.501"
"-M8wOioe4Ggs3Hu7G6Hb","2818","2","400.872"
"-M8wOirjjKZ8aDMZZuxb","1164","0","400.861"
"-M8wOiuG06InDOTcDc38","2092","2","401.231"
"-M8wOixMZd3i_CDGln1n","354","0","401.221"
"-M8wOj1zvPpo0QcdAb1F","494","0","401.581"
"-M8wOj7bE9LcS17NWaoW","815","0","401.941"
"-M8wOj7q56guvlOxv9W8","708","1","401.916"
"-M8wOjDEjVBoBZfvgba9","413","0","402.301"
"-M8wOjIrjvI3Cuj2RWFp","613","0","402.661"
"-M8wOjOUSuPb9yYMbXpi","778","0","403.021"
"-M8wOjU6paPo9UzpVEGK","626","0","403.381"
"-M8wOjUKTw2jLHlhDqi4","3032","1","403.355"
"-M8wOjZjQVLbyRseMuFA","800","0","403.741"
"-M8wOjZy-S6oQZALkfcO","1895","1","403.716"
"-M8wOjeNJ3uBhpzZtSb1","472","0","404.101"
"-M8wOjgufzrYADQU4czx","1104","2","404.471"
"-M8wOjk-yP65jD2c73Iq","772","0","404.461"
"-M8wOjmXLhGk87XJTOIs","2422","2","404.831"
"-M8wOjs9c27VL6tFb-Ij","3941","2","405.192"
"-M8wOjxmt2YNmxqAFP0t","1285","2","405.552"
"-M8wOk-rdhvc6CR2F_Gn","285","0","405.541"
"-M8wOk2PD0wkcYYxyCLI","2687","2","405.912"
"-M8wOk5USAI05GzjP2ix","808","0","405.901"
"-M8wOk81pe4qioJMZlz0","2309","2","406.272"
"-M8wOk9L5bFVF9IfmJ5y","4067","4","406.189"
"-M8wOkB6GF2JBjqeW5s1","1210","0","406.261"
"-M8wOkDeeSgb87KusaHO","2173","2","406.632"
"-M8wOkGkEn1ER_fg3teL","776","0","406.621"
"-M8wOkMMTrmhQ33aSKA8","724","0","406.981"
"-M8wOkOuntQ729m5eaw5","804","2","407.351"
"-M8wOkUXAepK6VOAerYF","1745","2","407.712"
"-M8wOkXcniiw7Z9K8BVz","600","0","407.701"
"-M8wOk_8ocVQbyCj90E5","2002","2","408.071"
"-M8wOkcFZBodQx_5NscA","790","0","408.061"
"-M8wOkelQWAtDcLbVCoj","1304","2","408.431"
"-M8wOkhr61qOtUhQu4fF","307","0","408.421"
"-M8wOkkPxrqQdnP1kdsi","599","2","408.791"
"-M8wOknUrQHaLUTaddRa","258","0","408.781"
"-M8wOkyjyWjp5PS35fSh","510","0","409.501"
"-M8wOl3MRgu_K4lPJQCb","365","0","409.86"
"-M8wOl9-c3jQZ6jAbHPo","640","0","410.221"
"-M8wOlBWZfRtrw1FrONB","1752","2","410.591"
"-M8wOlEbUO31ABL8sfrp","700","0","410.581"
"-M8wOlH9REdWWM-NDa8J","1546","2","410.951"
"-M8wOlKEvlWhvng-uasU","594","0","410.941"
"-M8wOlMmR-Y5lrCYMQgB","1053","2","411.311"
"-M8wOlNPCr9ehupcSn-4","977","3","411.256"
"-M8wOlPrWtHPfKAoAgms","474","0","411.301"
"-M8wOlSPBX8EbUY3eYrz","625","2","411.672"
"-M8wOlY1fHWwYzHMzNFr","2055","2","412.031"
"-M8wOla727Wko_4B74jA","814","0","412.021"
"-M8wOlaK5vP0sirDKQMz","593","1","411.995"
"-M8wOlcdepahmES7Rp9T","1129","2","412.391"
"-M8wOliu40kdhqqFXt-3","1333","3","412.696"
"-M8wOlrDKUomBLJy9jvX","907","1","413.075"
"-M8wOlwpTfurnOae3Qcg","3265","1","413.435"
"-M8wOm1TX6_shH5uJM8w","2344","1","413.796"
"-M8wOm75BKbAOq0Bav9P","2474","1","414.155"
"-M8wOmCUNFw0Kq6MyNxG","593","0","414.541"
"-M8wOmCixrSFtxsdnQOZ","2481","1","414.516"
"-M8wOmI6nhNtvsklM6LY","368","0","414.901"
"-M8wOmIMkxJk7JGSiOpI","3250","1","414.876"
"-M8wOmNjKRIUf6METu5O","271","0","415.261"
"-M8wOmTMsckYXNENzWzB","566","0","415.621"
"-M8wOmTa_K6VbZFd4z0g","2541","1","415.595"
"-M8wOmYzUcKoYJK5hO5y","484","0","415.981"
"-M8wOmZDmwyZSkFkcRBl","2885","1","415.955"
"-M8wOmjEj6sbh58kAdrA","456","0","416.701"
"-M8wOmjSGl0k45qdXQUs","2774","1","416.675"
"-M8wOmorMBdQWlAvby3a","1160","0","417.061"
"-M8wOmp6gi2rHcsnpfq_","2025","1","417.036"
"-M8wOmuiX-eYJ-_JQTM7","1904","1","417.395"
"-M8wOn-6CbIG-qag7Nh_","489","0","417.781"
"-M8wOn-LLTVFH_I9kXVA","1647","1","417.756"
"-M8wOn4jGHiG0QgGN4Yn","986","0","418.141"
"-M8wOn4yPmryyMYrt4OX","1997","1","418.115"
"-M8wOnAN2iD7bzqqLaaA","992","0","418.501"
"-M8wOnA_G3z1ZUDuzl66","1454","1","418.475"
"-M8wOnFzmH5Ux3FLme8h","257","0","418.861"
"-M8wOnh7uB597V23W-Fm","404","0","420.661"
"-M8wOnmj-XdCxHXJV5oz","984","0","421.021"
"-M8wOnsMRsvwS0PiKnnd","720","0","421.381"
"-M8wOnsaMfMc1pu0WXnD","1167","1","421.356"
"-M8wOny-RhJRLBAajFJ5","1112","0","421.741"
"-M8wOnyDifokGK1JVio0","760","1","421.715"
"-M8wOo2cUWtjBzNs2ZiA","722","0","422.101"
"-M8wOo587_6SfD99ejeU","1118","2","422.471"
"-M8wOoAlWFaNJ3eWPos7","1514","2","422.831"
"-M8wOoDs3CZk8bkGd1sD","300","0","422.821"
"-M8wOoGOlKYOjesIozvr","955","2","423.191"
"-M8wOoJiMOiIGwdRFX07","3005","1","423.156"
"-M8wOoXHbdhPNZfVgT1P","654","2","424.271"
"-M8wOoXuDAo67m5MOHKq","2872","3","424.216"
"-M8wOo_MJEZBSe4bqKsX","388","0","424.26"
"-M8wOo_aEbcrgVw28Gg7","536","1","424.235"
"-M8wOoezkUbNtOs5Bqtr","308","0","424.621"
"-M8wOofDHIpARLF234Pb","515","1","424.595"
"-M8wOokbaSABdjREsGj1","711","0","424.981"
"-M8wOoqEUd9g6jsJ_w13","730","0","425.341"
"-M8wOoqTNJMAmGb_otoG","360","1","425.316"
"-M8wOovsNP6TLiVMXSkJ","366","0","425.701"
"-M8wOp0UcOgD3Eg_hppA","318","0","426.061"
"-M8wOp66ifj6kfZd6inr","492","0","426.421"
"-M8wOpBkUKfQC4d1UlaE","300","0","426.781"
"-M8wOpHMk1EMCUp7bHw0","276","0","427.141"
"-M8wOpHblBY6UiaHBeNW","685","1","427.116"
"-M8wOpMzWdyKBPpeDEmK","436","0","427.501"
"-M8wOpNEGiFgnjsGMz3V","695","1","427.476"
"-M8wOpSbDwP8tSetiP7A","356","0","427.861"
"-M8wOpYEnLF5fJDXW8d0","679","0","428.221"
"-M8wOpcrUbQhSPqkEptP","414","0","428.581"
"-M8wOpiUHuipsFFCMmXf","332","0","428.941"
"-M8wOpo76z3V4D-4dFZy","386","0","429.301"
"-M8wOptjqWaoaX4HD6cp","290","0","429.661"
"-M8wOptxct1LsIJ0fkHm","2051","1","429.635"
"-M8wOpzMOspJ347vCqhi","334","0","430.021"
"-M8wOq0tVMp7Iidj1KfA","2775","2","430.391"
"-M8wOq3zNv72ppPg_9Mx","738","0","430.38"
"-M8wOq6XcAVz3K4B-MVv","3647","2","430.751"
"-M8wOq9bruhLokYCxXpH","674","0","430.74"
"-M8wOqC82jlGEo31_XxL","978","2","431.111"
"-M8wOqW6HzG80BvEfKIp","321","0","432.181"
"-M8wOqZzQa99wtM4reAc","1433","4","432.47"
"-M8wOqajCsJ_ywIhEf3k","288","0","432.541"
"-M8wOqgMX5Cxxr65YLGS","619","0","432.901"
"-M8wOqlzPNTIOXXnKZsa","1700","0","433.261"
"-M8wOqrqCYX8YffTzKDZ","2028","1","433.595"
"-M8wOqu9WtbjI9Y_igwM","1782","2","433.991"
"-M8wOqxERkVKrUT_0FY0","446","0","433.981"
"-M8wOqxTMTUCgVk_qct9","2322","1","433.956"
"-M8wOqzlFJ1AakuuqK1j","1059","2","434.351"
"-M8wOr1rll-F454p-kBz","310","0","434.341"
"-M8wOr25A8emQaiOXefm","422","1","434.316"
"-M8wOr4PA8kPHdvdoujl","772","2","434.711"
"-M8wOr7UDE5U5t_kDaW8","388","0","434.701"
"-M8wOrOM6np4JCRPx7aB","508","0","435.781"
"-M8wOrO_Rb-9vHlRE7Ny","1893","1","435.755"
"-M8wOrSFT8Op3BQAWc3h","1964","4","436.071"
"-M8wOrTzUBLqYYkN7J09","264","0","436.141"
"-M8wOrb9yMBJvNGNFuIl","827","2","436.872"
"-M8wOrjrj2NLYn_zXr1m","538","0","437.221"
"-M8wOrk5bApMTefyiJJi","912","1","437.196"
"-M8wOrv659wNdqO_r-bp","282","0","437.941"
"-M8wOs-xkV_OUf2Rnm2B","624","1","438.275"
"-M8wOs5M7CBaQ8ZsDKyS","472","0","438.66"
"-M8wOs7uNmzobD_oOuTT","1616","2","439.032"
"-M8wOsAzYhRE3eLeIiOZ","950","0","439.021"
"-M8wOsDXk7u2bP_VR4cW","1237","2","439.392"
"-M8wOsGbgsevBi8wosvG","1539","0","439.381"
"-M8wOsGpAFAXLmWGEftb","2518","1","439.355"
"-M8wOsMEblqZoLzeXmqs","440","0","439.741"
"-M8wOsRrjrfxlP82AYBo","384","0","440.101"
"-M8wOsXU92rREFhwQp3V","293","0","440.461"
"-M8wOsc65ds82DUG_omH","364","0","440.821"
"-M8wOscLAW_8VNvZZYEK","2560","1","440.795"
"-M8wOshjL-CQ_lrd7wrw","926","0","441.181"
"-M8wOsnMORyl_PGpybgy","541","0","441.54"
"-M8wOsnaTqjpJY0nC10c","1707","1","441.515"
"-M8wOsszRrmtDTQ9r3Mt","398","0","441.9"
"-M8wOsvXpFEAmHSGPDUE","2024","2","442.272"
"-M8wOsybHhM-fo9xbR6G","488","0","442.261"
"-M8wOt084WeDsUi-JTNe","4404","2","442.631"
"-M8wOt3DfWVXGwWkxk1p","476","0","442.62"
"-M8wOt5m2oWwyOukf9AA","4586","2","442.991"
"-M8wOt8rbPQydVM8pDtK","446","0","442.98"
"-M8wOt96uIEBQIzsuuOg","2778","1","442.957"
"-M8wOtEUCZpEeYCOwdWL","308","0","443.341"
"-M8wOtK6GJyYTrTFHkbO","394","0","443.701"
"-M8wOtPj1ESYRh2UADXa","510","0","444.061"
"-M8wOtVMuBfZ-t-7qW90","580","0","444.421"
"-M8wOtYXc50fy0AhxPeh","1294","3","444.736"
"-M8wOt_zsd_VwBn38r6t","703","0","444.78"
"-M8wOtcWBPsLoms0AvzU","3332","2","445.151"
"-M8wOtdsMI-bRG1862Rq","1085","4","445.071"
"-M8wOtfbIwZPLIMToyH4","406","0","445.141"
"-M8wOtfqrmurrasa8w6q","3079","1","445.115"
"-M8wOti85fiwrX2Sc45M","3178","2","445.511"
"-M8wOtjUpXc3h_B-Qf-k","1060","4","445.43"
"-M8wOtlEX48NZxlypXNH","466","0","445.501"
"-M8wOtlTDsvFVFILzcfs","3291","1","445.476"
"-M8wOtnlyRVJSuej8MWg","2019","2","445.871"
"-M8wOtoPz5WKYPYqsS6T","1309","3","445.816"
"-M8wOtqrYyastR1T86Jm","473","0","445.861"
"-M8wOttPYpkvthwnUqtM","1570","2","446.232"
"-M8wOtu0VpU8Or-JzELw","1483","3","446.176"
"-M8wOtwUiq6oHxDQzZuu","298","0","446.22"
"-M8wOtwiF_Mph7xvt9vW","806","1","446.195"
"-M8wOu1LZTpx2WWgrzmr","393","1","446.556"
"-M8wOu6yZawFGJevTRoX","709","1","446.916"
"-M8wOuNbHYf-NQ0Yap9T","370","0","448.021"
"-M8wOuNqOwe2aakXmke5","407","1","447.996"
"-M8wOuTEBKGt_p9pPFty","258","0","448.381"
"-M8wOuYrYCO34xYptvZh","872","0","448.741"
"-M8wOudUr4GG31sNG6o1","676","0","449.101"
"-M8wOuj6f_1v9X0imeu0","783","0","449.461"
"-M8wOuldWAJsjLFs1ktX","4929","2","449.831"
"-M8wOuojY_tjR6EpfOI1","307","0","449.821"
"-M8wOuozYD2K8UDF_FiC","921","1","449.796"
"-M8wOuuMVM2GQT9mNuxU","263","0","450.181"
"-M8wOuwtdRjgs6apQxPN","1001","2","450.551"
"-M8wOuzz5dQKB4i-Rrn2","500","0","450.541"
"-M8wOv1X8_Asx5HmvHep","1188","2","450.911"
"-M8wOv4bIXl3OrQag5Kz","658","0","450.901"
"-M8wOv78kgmWJTgV-DxQ","1986","2","451.271"
"-M8wOvAEhNI1667lj7Hq","323","0","451.261"
"-M8wOvATNVa8LhSyYBc8","895","1","451.236"
"-M8wOvFr-VPJqKPivPNn","382","0","451.621"
"-M8wOvG5yI82wLVeJboN","1355","1","451.596"
"-M8wOvLUeX95Y1HY21sE","638","0","451.981"
"-M8wOvR6Bi5iQl7GrbCH","338","0","452.341"
"-M8wOvWj4jezaVINST6H","260","0","452.701"
"-M8wOvWyaVhInkUNbEp6","1946","1","452.676"
"-M8wOvbadI6aHbvCqysa","540","1","453.035"
"-M8wOvhDVZzPEpFDURJF","2255","1","453.396"
"-M8wOvmbdUj1LA_PYRzr","267","0","453.781"
"-M8wOvmqMAwh0Qt20d77","2124","1","453.756"
"-M8wOvsTHYHUqdwfP1Uz","1461","1","454.116"
"-M8wOvvOrcO4XnPqd_zA","1587","3","454.456"
"-M8wOvxr5bA61o9ZKcNW","352","0","454.501"
"-M8wOvy50qrnUfCWsg_u","1084","1","454.475"
"-M8wOw00VvLnW29A2WTn","1748","3","454.816"
"-M8wOw2UcIAZBaIVlH6Q","383","0","454.861"
"-M8wOw8669lg7qeEF6Ej","336","0","455.221"
"-M8wOwDj72Umn6tbfVZK","460","0","455.581"
"-M8wOwJM7yGYKqbFtRRA","323","0","455.941"
"-M8wOwOzce8KUQi4_L39","378","0","456.301"
"-M8wOwUb944nWzsnaZdP","308","0","456.661"
"-M8wOw_Ej4YLJjBV0ht9","293","0","457.021"
"-M8wOwer5vFFfE8_i_sW","264","0","457.381"
"-M8wOwvjt1WgeOUmUXDD","348","0","458.461"
"-M8wOx0MxglbFIF8CzQR","476","0","458.821"
"-M8wOx5zKiEVkeN4m3Vp","642","0","459.18"
"-M8wOxBbRC-UOK9ho7UF","390","0","459.54"
"-M8wOxHEpbsNAoDbNC9F","397","0","459.901"
"-M8wOxMrXSIqm_3AuTCi","1826","0","460.26"
"-M8wOxSUUHr6ZqBiaKGW","524","0","460.621"
"-M8wOxSi-qDWKnpMht2s","2779","1","460.596"
"-M8wOxY6HaNif3BLea5f","444","0","460.981"
"-M8wOxcj-hxoU-o7xnqe","358","0","461.341"
"-M8wOxcynKuU4--gud7R","3309","1","461.315"
"-M8wOxiMR3CKI8J9oiXa","450","0","461.701"
"-M8wOxnzc-c5wrIQvvfc","308","0","462.061"
"-M8wOxoDLuXj_NKrJxxQ","1913","1","462.035"
"-M8wOxr8iLyN10Vc2PQR","1522","3","462.376"
"-M8wOxtbuj9pu4MXxEoz","466","0","462.421"
"-M8wOxwlrkJfslm47EgR","1527","3","462.736"
"-M8wOxzENitjRPQJ_59F","782","0","462.781"
"-M8wOy3rfPizpFGt1HH3","440","0","463.141"
"-M8wOy9U7-758lbjhZYz","406","0","463.501"
"-M8wOyCetoYCcc9jsIu5","7228","3","463.816"
"-M8wOyF6w9fEjlnsRuh8","306","0","463.861"
"-M8wOyIGMz5J7jKbldnQ","1750","3","464.176"
"-M8wOyKjCoGQpe61TJxl","314","0","464.221"
"-M8wOyQMgtUFJ5E0Iqle","304","0","464.581"
"-M8wOySuBGLJp5rwCOrd","1701","2","464.951"
"-M8wOyVzkFeLEOL1jo2n","370","0","464.941"
"-M8wOyabNaj8YZR3cSSD","292","0","465.3"
"-M8wOygE7myf-_U2s5Ca","260","0","465.661"
"-M8wOyjPfuMYSUvZYud-","1814","3","465.976"
"-M8wOym5bpKCJo_jT0P2","2605","1","465.996"
"-M8wOyp0yaoNNHXx06Q2","1625","3","466.336"
"-M8wOyrUF7eZDmM63Ena","268","0","466.381"
"-M8wOyrhIhIpKroKDO1Q","2599","1","466.355"
"-M8wOyx6yDGGq34xranm","368","0","466.741"
"-M8wOz1jq6gnz8NMw2oD","281","0","467.101"
"-M8wOz1y0ZHgQkxrqs0j","1039","1","467.076"
"-M8wOz7M6OJecK7MbhrH","364","0","467.461"
"-M8wOzCzEvsZiHVcu7Ui","292","0","467.821"
"-M8wOzIbw_BjaGKuxLSK","326","0","468.181"
"-M8wOzLl2FWwTacuKw_I","7531","3","468.495"
"-M8wOzROxHNdkH1Pw8KG","7701","3","468.855"
"-M8wOzX0zlYeu3cY6ngi","1205","3","469.215"
"-M8wOzjyXloXlTiNVvg6","547","1","469.955"
"-M8wOzmtsIXMXx7LJW_d","1519","3","470.295"
"-M8wOzsXlivLo4DMjAiJ","1431","3","470.656"
"-M8wP-Arbk9LlTYDc47a","306","0","471.781"
"-M8wP-GVI8e921b1tLFn","1146","0","472.141"
"-M8wP-M6R5AJW2QubcvA","348","0","472.5"
"-M8wP-XafUJCus8vWF28","1460","1","473.196"
"-M8wP-hbG10xDUk9NWS_","424","0","473.941"
"-M8wP-hqQM0FNTRZbLO7","1673","1","473.916"
"-M8wP-kl-DGPtDylicnm","1836","3","474.256"
"-M8wP-nEUaWxxidW7E16","836","0","474.301"
"-M8wP-qOPULsFUdzStEt","1068","3","474.615"
"-M8wP-sriFaymji-J6KZ","1206","0","474.66"
"-M8wP0EM6JeRqqscx8Kx","819","0","476.1"
"-M8wP0Nrfhn3HZIs0BRN","1022","4","476.75"
"-M8wP0PbnHpYcRKlIQMk","384","0","476.82"
"-M8wP0SmS7htEdXVuQNM","1108","3","477.136"
"-M8wP0YOUIve3937AMzL","5333","3","477.496"
"-M8wP0l6IWC1OZEn393r","288","0","478.261"
"-M8wP0lL5UZ84d5glraY","395","1","478.236"
"-M8wP0qjZP_HzZgYZwvb","1292","0","478.621"
"-M8wP0ttvfytN4_7L3TW","4841","3","478.935"
"-M8wP0wMiKVFLCLa0IOx","1838","0","478.981"
"-M8wP0ytg2xEkHVS3faC","1229","2","479.351"
"-M8wP0zW_w7yGV9Pilkq","1079","3","479.296"
"-M8wP10zyf5CNVLRHdE2","294","0","479.341"
"-M8wP16qkQkt1FJhCiPI","498","1","479.676"
"-M8wP1FOv_xocGLBNkys","969","3","480.376"
"-M8wP1L0BntNnjQyl5p7","8949","3","480.736"
"-M8wP1QdMSnEdLMV8vFE","1142","3","481.096"
"-M8wP1WHK4HqbUKjN3zC","1571","3","481.457"
"-M8wP1YjkwXgoSsXqdzC","382","0","481.5"
"-M8wP1dMOUGV8FxCA-xT","589","0","481.861"
"-M8wP1ddC_p1mHnoNq4P","2160","1","481.838"
"-M8wP1gWlN5v_5n7hSEI","1075","3","482.176"
"-M8wP1izB3l0WAQjvuWo","270","0","482.221"
"-M8wP1rmzkdUOdedaelP","1805","3","482.896"
"-M8wP1uEkw7xQjS9bgq3","330","0","482.941"
"-M8wP1uTx0oCiq3wXoSD","422","1","482.916"
"-M8wP1wliptk0Vn4x5X8","691","2","483.311"
"-M8wP2-5tD3wG1PFqo0x","711","1","483.275"
"-M8wP24U1WP6AdNNhKsU","385","0","483.661"
"-M8wP2A6bJ9qGZbMLvBl","764","0","484.021"
"-M8wP2FjbRp9LXAXzzen","759","0","484.381"
"-M8wP2LMnDNzs4guYOqQ","372","0","484.741"
"-M8wP2L_bTEv3nkjGFLM","1424","1","484.715"
"-M8wP2Qz8QF5xKZydDPM","310","0","485.101"
"-M8wP2Wbu4ERFLT6f12N","257","0","485.461"
